description,ibkr-symbol,region,exchange,isin,just-etf,extra-etf
UBSETF S&P 500 ESG USD ACC,SPESG,IE - Ireland,BVME.ETF*,IE00BHXMHL11,https://www.justetf.com/es/etf-profile.html?isin=IE00BHXMHL11,https://extraetf.com/es/etf-profile/IE00BHXMHL11
ETFS 1X DAILY SHORT PETROLEU,SPET,JE - Jersey,BVME.ETF*,JE00B24DKW05,https://www.justetf.com/es/etf-profile.html?isin=JE00B24DKW05,https://extraetf.com/es/etf-profile/JE00B24DKW05
BNP PARIBAS EASY S&P 500 ESG,SPEUH,IE - Ireland,SBF*,IE000Q6C8036,https://www.justetf.com/es/etf-profile.html?isin=IE000Q6C8036,https://extraetf.com/es/etf-profile/IE000Q6C8036
AM S&P 500 II-ETF EUR HA,SPHC,LU - Luxembourg,BVME.ETF*,LU0959211326,https://www.justetf.com/es/etf-profile.html?isin=LU0959211326,https://extraetf.com/es/etf-profile/LU0959211326
INVESCO SP 500 LOW VOL UCITS,SPLW,IE - Ireland,BVME.ETF*,IE00BKW9SX35,https://www.justetf.com/es/etf-profile.html?isin=IE00BKW9SX35,https://extraetf.com/es/etf-profile/IE00BKW9SX35
ISH EDGE S&P500 MINVOL EUR-H,SPME,IE - Ireland,EBS*,IE00BYX8XD24,https://www.justetf.com/es/etf-profile.html?isin=IE00BYX8XD24,https://extraetf.com/es/etf-profile/IE00BYX8XD24
ETFS 1X DAILY SHORT PRECIOUS,SPMT,JE - Jersey,BVME.ETF*,JE00B24DKY29,https://www.justetf.com/es/etf-profile.html?isin=JE00B24DKY29,https://extraetf.com/es/etf-profile/JE00B24DKY29
OSSIAM US MINIMUM VARIANCE E,SPMV,IE - Ireland,BVME.ETF*,IE00BHNGHX58,https://www.justetf.com/es/etf-profile.html?isin=IE00BHNGHX58,https://extraetf.com/es/etf-profile/IE00BHNGHX58
-1X SHORT PLTR,SPRE,IE - Ireland,LSEETF*,XS2337086669,https://www.justetf.com/es/etf-profile.html?isin=XS2337086669,https://extraetf.com/es/etf-profile/XS2337086669
INVESCO S&P 500 DIST,SPXD,IE - Ireland,BVME.ETF*,IE00BYML9W36,https://www.justetf.com/es/etf-profile.html?isin=IE00BYML9W36,https://extraetf.com/es/etf-profile/IE00BYML9W36
ISHARES MSCI PACIFIC EX-JPN,SPXJ,IE - Ireland,BVME.ETF*,IE00B4WXJD03,https://www.justetf.com/es/etf-profile.html?isin=IE00B4WXJD03,https://extraetf.com/es/etf-profile/IE00B4WXJD03
INVESCO S&P 500 ACC,SPXS,IE - Ireland,BVME.ETF*,IE00B3YCGJ38,https://www.justetf.com/es/etf-profile.html?isin=IE00B3YCGJ38,https://extraetf.com/es/etf-profile/IE00B3YCGJ38
LEVERAGE SHARES -1X SHORT PA,SPYE,IE - Ireland,LSEETF*,XS2297550308,https://www.justetf.com/es/etf-profile.html?isin=XS2297550308,https://extraetf.com/es/etf-profile/XS2297550308
SPDR S&P 500 UCITS ETF ACC,SPYL,IE - Ireland,AEB*,IE000XZSV718,https://www.justetf.com/es/etf-profile.html?isin=IE000XZSV718,https://extraetf.com/es/etf-profile/IE000XZSV718
LS -3X SHORT QQQ,SQQE,IE - Ireland,LSEETF*,XS2399364319,https://www.justetf.com/es/etf-profile.html?isin=XS2399364319,https://extraetf.com/es/etf-profile/XS2399364319
AMUN MSCI EMU SRI PAB-C,SRHE,LU - Luxembourg,IBIS*,LU2109787635,https://www.justetf.com/es/etf-profile.html?isin=LU2109787635,https://extraetf.com/es/etf-profile/LU2109787635
BNPE EUR CB S U ETF CAP,SRIC,LU - Luxembourg,SBF*,LU1859444769,https://www.justetf.com/es/etf-profile.html?isin=LU1859444769,https://extraetf.com/es/etf-profile/LU1859444769
BNPP EASY CB SRI PAB 1-3 ETF,SRIC3,LU - Luxembourg,SBF*,LU2008760592,https://www.justetf.com/es/etf-profile.html?isin=LU2008760592,https://extraetf.com/es/etf-profile/LU2008760592
BNPP EASY EUR CB SRI PB 3-5Y,SRIC5,LU - Luxembourg,SBF*,LU2008761053,https://www.justetf.com/es/etf-profile.html?isin=LU2008761053,https://extraetf.com/es/etf-profile/LU2008761053
BNP EUR CR BOND SRI 3-5Y ETF,SRIC6,LU - Luxembourg,SBF*,LU2446383338,https://www.justetf.com/es/etf-profile.html?isin=LU2446383338,https://extraetf.com/es/etf-profile/LU2446383338
BNP MSCI EUROPE SRI PAB 5%,SRIE,LU - Luxembourg,SBF*,LU1753045415,https://www.justetf.com/es/etf-profile.html?isin=LU1753045415,https://extraetf.com/es/etf-profile/LU1753045415
BNP MSCI EUROPE SRI PAB 5%,SRIEC,LU - Luxembourg,SBF*,LU1753045332,https://www.justetf.com/es/etf-profile.html?isin=LU1753045332,https://extraetf.com/es/etf-profile/LU1753045332
BNP MSCI JAPAN SRI PAB 5%,SRIJ,LU - Luxembourg,SBF*,LU1753045928,https://www.justetf.com/es/etf-profile.html?isin=LU1753045928,https://extraetf.com/es/etf-profile/LU1753045928
BNP MSCI JAPAN SRI PAB 5%,SRIJC,LU - Luxembourg,SBF*,LU1753045845,https://www.justetf.com/es/etf-profile.html?isin=LU1753045845,https://extraetf.com/es/etf-profile/LU1753045845
BNPPEASY EU CRP SH SRI C ETF,SRIUC,LU - Luxembourg,SBF*,LU2533812058,https://www.justetf.com/es/etf-profile.html?isin=LU2533812058,https://extraetf.com/es/etf-profile/LU2533812058
BNPPEASY EU CRP SH SRI D ETF,SRIUD,LU - Luxembourg,SBF*,LU2533811910,https://www.justetf.com/es/etf-profile.html?isin=LU2533811910,https://extraetf.com/es/etf-profile/LU2533811910
ISHARES MSCI SOUTH AFRICA,SRSA,IE - Ireland,BVME.ETF*,IE00B52XQP83,https://www.justetf.com/es/etf-profile.html?isin=IE00B52XQP83,https://extraetf.com/es/etf-profile/IE00B52XQP83
UBS ETF BBG EUR TRS.1-10,SS1EUA,LU - Luxembourg,EBS*,LU0969639128,https://www.justetf.com/es/etf-profile.html?isin=LU0969639128,https://extraetf.com/es/etf-profile/LU0969639128
SPDR S&P SEMICONDUCTOR ETF,SSGI,US - United States,GETTEX*,US78464A8624,https://www.justetf.com/es/etf-profile.html?isin=US78464A8624,https://extraetf.com/es/etf-profile/US78464A8624
WT SILVER 1X DAILY SHORT,SSIL,JE - Jersey,AEB*,JE00B24DKK82,https://www.justetf.com/es/etf-profile.html?isin=JE00B24DKK82,https://extraetf.com/es/etf-profile/JE00B24DKK82
-3X SOUTH KOREA,SSKE,IE - Ireland,LSEETF*,XS2472196331,https://www.justetf.com/es/etf-profile.html?isin=XS2472196331,https://extraetf.com/es/etf-profile/XS2472196331
-3X SILVER,SSLE,IE - Ireland,LSEETF*,XS2472196174,https://www.justetf.com/es/etf-profile.html?isin=XS2472196174,https://extraetf.com/es/etf-profile/XS2472196174
LS -3X SHORT SPY,SSPE,IE - Ireland,LSEETF*,XS2399364665,https://www.justetf.com/es/etf-profile.html?isin=XS2399364665,https://extraetf.com/es/etf-profile/XS2399364665
LEVERAGE SHARES -1X SHORT SQ,SSQE,IE - Ireland,LSEETF*,XS2297552932,https://www.justetf.com/es/etf-profile.html?isin=XS2297552932,https://extraetf.com/es/etf-profile/XS2297552932
ISHARES GBP CORP EX-FINANCL,SSXF,IE - Ireland,LSEETF*,IE00B4L60H17,https://www.justetf.com/es/etf-profile.html?isin=IE00B4L60H17,https://extraetf.com/es/etf-profile/IE00B4L60H17
-3X TAIWAN,STAE,IE - Ireland,LSEETF*,XS2472196760,https://www.justetf.com/es/etf-profile.html?isin=XS2472196760,https://extraetf.com/es/etf-profile/XS2472196760
PIMCO STHY CORP H-EUR ACC,STEA,IE - Ireland,LSEETF*,IE00BD26N851,https://www.justetf.com/es/etf-profile.html?isin=IE00BD26N851,https://extraetf.com/es/etf-profile/IE00BD26N851
ISHR STOXX EUR600 TECH DE EA,STEC,DE - Germany,AEB*,DE000A2QP398,https://www.justetf.com/es/etf-profile.html?isin=DE000A2QP398,https://extraetf.com/es/etf-profile/DE000A2QP398
PIMCO SHRT HIYI CORP H-EUR I,STHE,IE - Ireland,LSEETF*,IE00BF8HV600,https://www.justetf.com/es/etf-profile.html?isin=IE00BF8HV600,https://extraetf.com/es/etf-profile/IE00BF8HV600
PIMCO SHRT HIYI CORP-USD INC,STHY,IE - Ireland,BVME.ETF*,IE00B7N3YW49,https://www.justetf.com/es/etf-profile.html?isin=IE00B7N3YW49,https://extraetf.com/es/etf-profile/IE00B7N3YW49
ETFS 1X DAILY SHORT TIN,STIM,JE - Jersey,BVME.ETF*,JE00B2NFT203,https://www.justetf.com/es/etf-profile.html?isin=JE00B2NFT203,https://extraetf.com/es/etf-profile/JE00B2NFT203
SPDR EUROPE TECHNOLOGY,STK,IE - Ireland,SBF*,IE00BKWQ0K51,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0K51,https://extraetf.com/es/etf-profile/IE00BKWQ0K51
SPDR EUROPE ENERGY,STN,IE - Ireland,SBF*,IE00BKWQ0F09,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0F09,https://extraetf.com/es/etf-profile/IE00BKWQ0F09
SPDR EUROPE MATERIALS,STP,IE - Ireland,SBF*,IE00BKWQ0L68,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0L68,https://extraetf.com/es/etf-profile/IE00BKWQ0L68
AM US CURV STEEP 2-10Y-ETF A,STPU,LU - Luxembourg,SBF*,LU2018762653,https://www.justetf.com/es/etf-profile.html?isin=LU2018762653,https://extraetf.com/es/etf-profile/LU2018762653
SPDR EUROPE INDUSTRIALS,STQ,IE - Ireland,SBF*,IE00BKWQ0J47,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0J47,https://extraetf.com/es/etf-profile/IE00BKWQ0J47
SPDR EUROPE CON DISCRETIONRY,STR,IE - Ireland,SBF*,IE00BKWQ0C77,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0C77,https://extraetf.com/es/etf-profile/IE00BKWQ0C77
SPDR MSCI EUROPE CON STAPLES,STS,IE - Ireland,SBF*,IE00BKWQ0D84,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0D84,https://extraetf.com/es/etf-profile/IE00BKWQ0D84
LS -3X SHORT TSM,STS3,IE - Ireland,LSEETF*,XS2399365399,https://www.justetf.com/es/etf-profile.html?isin=XS2399365399,https://extraetf.com/es/etf-profile/XS2399365399
LEVERAGESHARES -1X TESLA ETP,STSE,IE - Ireland,LSEETF*,IE00BKT6ZH01,https://www.justetf.com/es/etf-profile.html?isin=IE00BKT6ZH01,https://extraetf.com/es/etf-profile/IE00BKT6ZH01
SPDR MSCI EUROPE COMMS,STT,IE - Ireland,SBF*,IE00BKWQ0N82,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0N82,https://extraetf.com/es/etf-profile/IE00BKWQ0N82
SPDR EUROPE UTILITIES,STU,IE - Ireland,SBF*,IE00BKWQ0P07,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0P07,https://extraetf.com/es/etf-profile/IE00BKWQ0P07
SPDR EUROPE HEALTH CARE,STW,IE - Ireland,SBF*,IE00BKWQ0H23,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0H23,https://extraetf.com/es/etf-profile/IE00BKWQ0H23
AMDI STOXX EUROPE 600 H ACC,STXH,LU - Luxembourg,IBIS*,LU1574142243,https://www.justetf.com/es/etf-profile.html?isin=LU1574142243,https://extraetf.com/es/etf-profile/LU1574142243
SPDR EUROPE FINANCIALS,STZ,IE - Ireland,SBF*,IE00BKWQ0G16,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWQ0G16,https://extraetf.com/es/etf-profile/IE00BKWQ0G16
WT SUGAR,SUGA,JE - Jersey,BVME.ETF*,GB00B15KY658,https://www.justetf.com/es/etf-profile.html?isin=GB00B15KY658,https://extraetf.com/es/etf-profile/GB00B15KY658
ISHARES EURO CORP ESG UCITS,SUOE,IE - Ireland,LSEETF*,IE00BYZTVT56,https://www.justetf.com/es/etf-profile.html?isin=IE00BYZTVT56,https://extraetf.com/es/etf-profile/IE00BYZTVT56
ISHARES USD CORP ESG-USD DIS,SUOU,IE - Ireland,BVME.ETF*,IE00BK4W7N32,https://www.justetf.com/es/etf-profile.html?isin=IE00BK4W7N32,https://extraetf.com/es/etf-profile/IE00BK4W7N32
ISHARES MSCI WORLD SRI-EUR-A,SUSW,IE - Ireland,LSEETF*,IE00BYX2JD69,https://www.justetf.com/es/etf-profile.html?isin=IE00BYX2JD69,https://extraetf.com/es/etf-profile/IE00BYX2JD69
UBS ETF MSCI SWITZ H EUR,SWEUAH,CH - Switzerland,EBS*,CH0226274204,https://www.justetf.com/es/etf-profile.html?isin=CH0226274204,https://extraetf.com/es/etf-profile/CH0226274204
SG ETC EUR STOXX50 3X DL LVC,SX5E3L,LU - Luxembourg,BVME.ETF*,XS1101724513,https://www.justetf.com/es/etf-profile.html?isin=XS1101724513,https://extraetf.com/es/etf-profile/XS1101724513
SG ETC EUR STOXX50 3XSH DL C,SX5E3S,LU - Luxembourg,BVME.ETF*,XS1101721683,https://www.justetf.com/es/etf-profile.html?isin=XS1101721683,https://extraetf.com/es/etf-profile/XS1101721683
-3X SHORT XPENG,SXEE,IE - Ireland,LSEETF*,XS2706224883,https://www.justetf.com/es/etf-profile.html?isin=XS2706224883,https://extraetf.com/es/etf-profile/XS2706224883
LS -3X FINANCIALS,SXFE,IE - Ireland,LSEETF*,XS2399369623,https://www.justetf.com/es/etf-profile.html?isin=XS2399369623,https://extraetf.com/es/etf-profile/XS2399369623
ISHARES GLB CORP USD-H ACC,SXRX,IE - Ireland,GETTEX*,IE00BF3N6Z78,https://www.justetf.com/es/etf-profile.html?isin=IE00BF3N6Z78,https://extraetf.com/es/etf-profile/IE00BF3N6Z78
VANECK EUR SVRN CAP AAA-AA,TAT,NL - Netherlands,AEB*,NL0010273801,https://www.justetf.com/es/etf-profile.html?isin=NL0010273801,https://extraetf.com/es/etf-profile/NL0010273801
VANECK EUR CORP ETF,TCBT,NL - Netherlands,AEB*,NL0009690247,https://www.justetf.com/es/etf-profile.html?isin=NL0009690247,https://extraetf.com/es/etf-profile/NL0009690247
VANECK DEV MKT DVD LEADERS,TDIV,NL - Netherlands,AEB*,NL0011683594,https://www.justetf.com/es/etf-profile.html?isin=NL0011683594,https://extraetf.com/es/etf-profile/NL0011683594
VANECK AEX UCITS ETF,TDT,NL - Netherlands,AEB*,NL0009272749,https://www.justetf.com/es/etf-profile.html?isin=NL0009272749,https://extraetf.com/es/etf-profile/NL0009272749
VANECK SUSTAINABLE EUROPEAN,TEET,NL - Netherlands,AEB*,NL0010731816,https://www.justetf.com/es/etf-profile.html?isin=NL0010731816,https://extraetf.com/es/etf-profile/NL0010731816
AMUNDI EURSTX600 TELECOM,TELE,LU - Luxembourg,SBF*,LU1834988609,https://www.justetf.com/es/etf-profile.html?isin=LU1834988609,https://extraetf.com/es/etf-profile/LU1834988609
JPM CLIMATE CHANGE SOL ETF,TEMP,IE - Ireland,BVME.ETF*,IE000O8S1EX4,https://www.justetf.com/es/etf-profile.html?isin=IE000O8S1EX4,https://extraetf.com/es/etf-profile/IE000O8S1EX4
WT US FLTING RATE BND-USD AC,TFRN,IE - Ireland,BVME.ETF*,IE00BJJYYX67,https://www.justetf.com/es/etf-profile.html?isin=IE00BJJYYX67,https://extraetf.com/es/etf-profile/IE00BJJYYX67
VANECK EUR SVRN DIV 1-10 ETF,TGBT,NL - Netherlands,AEB*,NL0009690254,https://www.justetf.com/es/etf-profile.html?isin=NL0009690254,https://extraetf.com/es/etf-profile/NL0009690254
VANECK GLOBAL EQ WT ETF,TGET,NL - Netherlands,BVME.ETF*,NL0009690221,https://www.justetf.com/es/etf-profile.html?isin=NL0009690221,https://extraetf.com/es/etf-profile/NL0009690221
L&G GLOBAL THEMATIC ETF,THMZ,IE - Ireland,BVME.ETF*,IE000VTOHNZ0,https://www.justetf.com/es/etf-profile.html?isin=IE000VTOHNZ0,https://extraetf.com/es/etf-profile/IE000VTOHNZ0
ISHRS D25 USD TRE UCITS ETF,TI25,IE - Ireland,SBF*,IE000U99N3V1,https://www.justetf.com/es/etf-profile.html?isin=IE000U99N3V1,https://extraetf.com/es/etf-profile/IE000U99N3V1
L&G INDIA INR BOND ACC ETF,TIGA,IE - Ireland,BVME.ETF*,IE000YSUEJ32,https://www.justetf.com/es/etf-profile.html?isin=IE000YSUEJ32,https://extraetf.com/es/etf-profile/IE000YSUEJ32
L&G INDIA INR GOV BOND UCITS,TIGR,IE - Ireland,BVME.ETF*,IE00BL6K6H97,https://www.justetf.com/es/etf-profile.html?isin=IE00BL6K6H97,https://extraetf.com/es/etf-profile/IE00BL6K6H97
TABULA US ENHANCED INF EURHA,TINE,IE - Ireland,BVME.ETF*,IE00BKX90X67,https://www.justetf.com/es/etf-profile.html?isin=IE00BKX90X67,https://extraetf.com/es/etf-profile/IE00BKX90X67
WT TIN,TINM,JE - Jersey,BVME.ETF*,JE00B2QY0H68,https://www.justetf.com/es/etf-profile.html?isin=JE00B2QY0H68,https://extraetf.com/es/etf-profile/JE00B2QY0H68
UBS ETF BBG TIPS 10+ USD,TIP10D,LU - Luxembourg,BVME.ETF*,LU1459802754,https://www.justetf.com/es/etf-profile.html?isin=LU1459802754,https://extraetf.com/es/etf-profile/LU1459802754
UBS ETF BBG TIPS 10+ HEURA,TIP10E,LU - Luxembourg,BVME.ETF*,LU1459803059,https://www.justetf.com/es/etf-profile.html?isin=LU1459803059,https://extraetf.com/es/etf-profile/LU1459803059
UBS ETF BBG TIPS 1-10 USD,TIP1D,LU - Luxembourg,BVME.ETF*,LU1459801434,https://www.justetf.com/es/etf-profile.html?isin=LU1459801434,https://extraetf.com/es/etf-profile/LU1459801434
UBS ETF BBG TIPS 1-10 H.EUR,TIP1E,LU - Luxembourg,EBS*,LU1459801780,https://www.justetf.com/es/etf-profile.html?isin=LU1459801780,https://extraetf.com/es/etf-profile/LU1459801780
AM UST GOV IN-LK BD-ETF E HD,TIPE,LU - Luxembourg,BVME.ETF*,LU1452600437,https://www.justetf.com/es/etf-profile.html?isin=LU1452600437,https://extraetf.com/es/etf-profile/LU1452600437
AM US T GOV INF-LNK BD-ETF A,TIUP,LU - Luxembourg,IBIS*,LU1452600270,https://www.justetf.com/es/etf-profile.html?isin=LU1452600270,https://extraetf.com/es/etf-profile/LU1452600270
VANECK AMX UCITS ETF,TMX,NL - Netherlands,AEB*,NL0009272756,https://www.justetf.com/es/etf-profile.html?isin=NL0009272756,https://extraetf.com/es/etf-profile/NL0009272756
AMUNDI EURSTX600 TECHNLG,TNO,LU - Luxembourg,SBF*,LU1834988518,https://www.justetf.com/es/etf-profile.html?isin=LU1834988518,https://extraetf.com/es/etf-profile/LU1834988518
AM MSCI WORLD IT-ETF E ACC,TNOW,LU - Luxembourg,BVME.ETF*,LU0533033667,https://www.justetf.com/es/etf-profile.html?isin=LU0533033667,https://extraetf.com/es/etf-profile/LU0533033667
VANECK GROWTH ALLOCATION,TOF,NL - Netherlands,AEB*,NL0009272780,https://www.justetf.com/es/etf-profile.html?isin=NL0009272780,https://extraetf.com/es/etf-profile/NL0009272780
ISHARES USD TIPS,TPSA,IE - Ireland,AEB*,IE00B1FZSC47,https://www.justetf.com/es/etf-profile.html?isin=IE00B1FZSC47,https://extraetf.com/es/etf-profile/IE00B1FZSC47
AMUNDI JAP TOPIX UC-EUR,TPXE,LU - Luxembourg,SBF*,LU1681037609,https://www.justetf.com/es/etf-profile.html?isin=LU1681037609,https://extraetf.com/es/etf-profile/LU1681037609
AMUNDI JAPTPIX EUR H,TPXH,LU - Luxembourg,SBF*,LU1681037864,https://www.justetf.com/es/etf-profile.html?isin=LU1681037864,https://extraetf.com/es/etf-profile/LU1681037864
INVESCO US TRES 1-3 YR DIST,TRE3,IE - Ireland,BVME.ETF*,IE00BF2FNG46,https://www.justetf.com/es/etf-profile.html?isin=IE00BF2FNG46,https://extraetf.com/es/etf-profile/IE00BF2FNG46
INVESCO US TRES 3-7 YR DIST,TRE7,IE - Ireland,BVME.ETF*,IE00BF2FNQ44,https://www.justetf.com/es/etf-profile.html?isin=IE00BF2FNQ44,https://extraetf.com/es/etf-profile/IE00BF2FNQ44
INVESCO US TRES 0-1 YR DIST,TREI,IE - Ireland,BVME.ETF*,IE00BKWD3C98,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWD3C98,https://extraetf.com/es/etf-profile/IE00BKWD3C98
INVESCO US TRES 10+ YR DIST,TREL,IE - Ireland,BVME.ETF*,IE00BKWD3743,https://www.justetf.com/es/etf-profile.html?isin=IE00BKWD3743,https://extraetf.com/es/etf-profile/IE00BKWD3743
INVESCO US TREASURY DIST,TRES,IE - Ireland,BVME.ETF*,IE00BF2GFH28,https://www.justetf.com/es/etf-profile.html?isin=IE00BF2GFH28,https://extraetf.com/es/etf-profile/IE00BF2GFH28
VANECK GLB REAL ESTATE ETF,TRET,NL - Netherlands,AEB*,NL0009690239,https://www.justetf.com/es/etf-profile.html?isin=NL0009690239,https://extraetf.com/es/etf-profile/NL0009690239
INVESCO US TRES 7-10 YR DIST,TREX,IE - Ireland,BVME.ETF*,IE00BF2FN646,https://www.justetf.com/es/etf-profile.html?isin=IE00BF2FN646,https://extraetf.com/es/etf-profile/IE00BF2FN646
INVESCO US TRES 10+ YR EUH D,TRUD,IE - Ireland,BVME.ETF*,IE000FXHG8D6,https://www.justetf.com/es/etf-profile.html?isin=IE000FXHG8D6,https://extraetf.com/es/etf-profile/IE000FXHG8D6
LYXOR EURSTX600 TRVL&LEISR,TRV,LU - Luxembourg,SBF*,LU1834988781,https://www.justetf.com/es/etf-profile.html?isin=LU1834988781,https://extraetf.com/es/etf-profile/LU1834988781
THE TRAVEL UCITS ETF,TRYP,IE - Ireland,BVME.ETF*,IE00BMFNW783,https://www.justetf.com/es/etf-profile.html?isin=IE00BMFNW783,https://extraetf.com/es/etf-profile/IE00BMFNW783
LS 3X LONG TSM,TS3E,IE - Ireland,LSEETF*,XS2399365043,https://www.justetf.com/es/etf-profile.html?isin=XS2399365043,https://extraetf.com/es/etf-profile/XS2399365043
LS 1X TSLA,TSL1,IE - Ireland,LSEETF*,XS2337093798,https://www.justetf.com/es/etf-profile.html?isin=XS2337093798,https://extraetf.com/es/etf-profile/XS2337093798
VANECK SUST WLD EQ WT ETF,TSWE,NL - Netherlands,AEB*,NL0010408704,https://www.justetf.com/es/etf-profile.html?isin=NL0010408704,https://extraetf.com/es/etf-profile/NL0010408704
AMUNDI MSCI TURKEY-ETF A,TUR,LU - Luxembourg,SBF*,LU1900067601,https://www.justetf.com/es/etf-profile.html?isin=LU1900067601,https://extraetf.com/es/etf-profile/LU1900067601
AM UST BD LG DT-ETF E H DIST,U10H,LU - Luxembourg,BVME.ETF*,LU1407890976,https://www.justetf.com/es/etf-profile.html?isin=LU1407890976,https://extraetf.com/es/etf-profile/LU1407890976
UBS ETF US LIQCORPSU1-5 HEUR,U15E,LU - Luxembourg,BVME.ETF*,LU2408468291,https://www.justetf.com/es/etf-profile.html?isin=LU2408468291,https://extraetf.com/es/etf-profile/LU2408468291
UBS ETF US LIQCORPSU1-5 USDA,U15S,LU - Luxembourg,BVME.ETF*,LU2408467723,https://www.justetf.com/es/etf-profile.html?isin=LU2408467723,https://extraetf.com/es/etf-profile/LU2408467723
AMUNDI GL CORP SRI 1-5 C,UBBB,LU - Luxembourg,BVME.ETF*,LU1525418726,https://www.justetf.com/es/etf-profile.html?isin=LU1525418726,https://extraetf.com/es/etf-profile/LU1525418726
UBS ETF COM CARRY XAGRI USDA,UBF6,IE - Ireland,IBIS*,IE00BN940Z87,https://www.justetf.com/es/etf-profile.html?isin=IE00BN940Z87,https://extraetf.com/es/etf-profile/IE00BN940Z87
UBS ETF COM CARRY XAGRI HEUR,UBF7,IE - Ireland,IBIS*,IE00BN941009,https://www.justetf.com/es/etf-profile.html?isin=IE00BN941009,https://extraetf.com/es/etf-profile/IE00BN941009
UBS ETF MSCI USA DIS,UBU3,IE - Ireland,IBIS*,IE00B77D4428,https://www.justetf.com/es/etf-profile.html?isin=IE00B77D4428,https://extraetf.com/es/etf-profile/IE00B77D4428
UBS ETF MSCI USA VALUE,UBU5,IE - Ireland,IBIS*,IE00B78JSG98,https://www.justetf.com/es/etf-profile.html?isin=IE00B78JSG98,https://extraetf.com/es/etf-profile/IE00B78JSG98
UBS ETF MSCI WORLD,UBU7,IE - Ireland,IBIS*,IE00B7KQ7B66,https://www.justetf.com/es/etf-profile.html?isin=IE00B7KQ7B66,https://extraetf.com/es/etf-profile/IE00B7KQ7B66
UBS ETF S&P 500,UBU9,IE - Ireland,IBIS*,IE00B7K93397,https://www.justetf.com/es/etf-profile.html?isin=IE00B7K93397,https://extraetf.com/es/etf-profile/IE00B7K93397
UBS ETF SOL. GL. PURE GOLD,UBUD,IE - Ireland,IBIS*,IE00B7KMNP07,https://www.justetf.com/es/etf-profile.html?isin=IE00B7KMNP07,https://extraetf.com/es/etf-profile/IE00B7KMNP07
UBS ETF SP DV ARI ELIT ESG,UBUM,IE - Ireland,IBIS*,IE00BMP3HG27,https://www.justetf.com/es/etf-profile.html?isin=IE00BMP3HG27,https://extraetf.com/es/etf-profile/IE00BMP3HG27
UBS ETF FACTOR LOW VOLATLY,UBUR,IE - Ireland,IBIS*,IE00BX7RQY03,https://www.justetf.com/es/etf-profile.html?isin=IE00BX7RQY03,https://extraetf.com/es/etf-profile/IE00BX7RQY03
UBSETF FACTOR USA PV ESG,UBUS,IE - Ireland,IBIS*,IE00BX7RR706,https://www.justetf.com/es/etf-profile.html?isin=IE00BX7RR706,https://extraetf.com/es/etf-profile/IE00BX7RR706
UBS ETF FACTOR USA QUALITY,UBUT,IE - Ireland,IBIS*,IE00BX7RRJ27,https://www.justetf.com/es/etf-profile.html?isin=IE00BX7RRJ27,https://extraetf.com/es/etf-profile/IE00BX7RRJ27
AMUNDI US CORP SRI DR EUR HE,UCRH,LU - Luxembourg,IBIS*,LU2297533809,https://www.justetf.com/es/etf-profile.html?isin=LU2297533809,https://extraetf.com/es/etf-profile/LU2297533809
AMUNDI US CORP SRI UCITS ETF,UCRP,LU - Luxembourg,BVME.ETF*,LU1806495575,https://www.justetf.com/es/etf-profile.html?isin=LU1806495575,https://extraetf.com/es/etf-profile/LU1806495575
